Comment_Author,Comment_Text,Comment_Date,Like_Count
@Ravaa24,We reach 10M in less than a week. Let's claim more MIDZYs!! Fighting!!,2026-05-22T13:10:53Z,586
@hongs678,"있지의 웃는 모습에
나도 오늘 웃는다",2026-05-25T10:45:09Z,22
@acejungkook3664,This song needs more likes and views.,2026-05-19T08:08:12Z,622
@happylee8834,이번 노래 너무 잘 뽑았다 ㅋㅋ  청량 있지는 여름에 딱이지 ㅋ,2026-05-18T09:45:51Z,105
@Cream_K4naf-128,*“Motto” will forever remain an iconic song in ITZY's history*,2026-05-18T09:00:46Z,4636
@patriciaoliveros1482,"Fancast is ended, even if we didn't win but thanks to all midzy's who votes and fought until the final hours that is proven that our fandom is still solid",2026-05-27T02:14:23Z,18
@Quietics,"This is going to be added to my 2026 K-pop Summer playlist, 100%. Great song, simple concept and just a fun vibe overall. 10/10 ITZY",2026-05-19T15:37:21Z,689
@ahmaoah_aha,"motto 진짜 대박이야… 듣다가 울어버렸어🥹
ITZY는 내 인생 최고의 motto야…🖤",2026-05-18T17:07:52Z,192
@marshmallowz_770,We need 10 million asap. They worked soo hard,2026-05-20T04:43:26Z,510
@austriaash,"ITZY drops another banger for the summer. I'm totally in love with the song and mv, they are amazing!",2026-05-25T06:45:36Z,69
@i.i1555,"最高のカムバ曲！！！
ストリーミングのためじゃなくて、聴きたくて何回も聴いちゃうよ～♪",2026-05-21T10:26:50Z,174
@Pookasoul,"Ohhh yes, please! An actual song with an actual chorus and melodies! Thank you Itzy and JYP 😭🙏",2026-05-19T23:17:49Z,427
@miwakulala7829,今回のアルバムもホントに最高！車ではSpotifyを聞いて家ではmv観てるよ!,2026-05-20T11:38:42Z,142
@ANTONIASONGALIA,Who else is watching this on yeji's birthday🐹🌸,2026-05-25T17:05:29Z,45
@くわすみ,ITZYカムバックおめでとう！！！曲の良さとMVのみんなの笑顔で涙が出た　いつもありがとう,2026-05-18T09:54:21Z,306
@SO222IT,"聴けば聴くほど好きになる。
今までの思い出が頭を巡って、どんな時もITZYは私のMottoだったことを改めて思い出す。
涙が込み上げてくる、、。
素敵な音楽を届けてくれたITZYのためにMIDZY頑張ろう！！！",2026-05-19T03:49:43Z,215
@JCear,"Nswer here: just watched Nmixx encore and Itzy lightsticks were waving for the girls. Thank you. 
JYP Nation is so kind.",2026-05-21T19:52:20Z,432
@skz_1verse_kickflip,"I dont even stan ITZY, but this song is such a banger it gives me such nostalgic vibes :)",2026-05-25T14:38:13Z,14
@bcns02,we want to give itzy wins this era so let's do our besttttttt,2026-05-21T17:05:44Z,391
@ばにらあいす-c5y,더운 날에 부는 상쾌한 바람 같은 ITZY🍃,2026-05-19T05:25:30Z,145
@itzyforever-y3v,"Only ITZY has the privilege of having Yeji, Lia, Ryujin, Chaeryeong, and Yuna as members!!!",2026-05-22T15:15:36Z,219
@yawnzzn1206,THIS SONG IS SO DAMN GOOD,2026-05-25T18:28:41Z,26
@shining_shiney,I don't care what anyone says! This is one of Itzy's best releases!,2026-05-20T12:31:31Z,410
@user-wj6or1di9z,LET'S GO TO 25 MILLION FOR  NEXT SUNDAY,2026-05-24T12:40:42Z,104
@miwakulala7829,"アルバムもめちゃ可愛い！！！
迷っていたバージョンも追加でゲットしてこなきゃ！mvもパフォーマンスも可愛くてダンスも歌も最高すぎる〜",2026-05-22T10:16:00Z,110
@롤롤-g6b,Motto 청량해서 노래 자체도 너무 좋은데 가사가 7년간 있지와 믿지 서사라고 생각하면 눈물남🥹 있지 2주차 모토활동도 화이팅❤,2026-05-25T08:27:39Z,16
@nothing-mt7kv,있지 청량한 거 보소 ㅠㅠㅠ 그리고 안무 되게 세련되고 노래를 잘 살려주네 너무 좋다,2026-05-19T10:03:47Z,161
@itzy_crumbss,Keep streaming midzy and jyp fam!!! We can hit 5M in the first 24 hour let's goooooo!!!,2026-05-18T14:46:44Z,124
@meimei-1515,"The opening with that homage to ITZY’s past masterpieces was incredible, and the moments that brought back memories of their debut were just perfect!!!! ITZY's comeback MOTTO is absolutely amazing!!!!",2026-05-19T00:12:22Z,234
@user-ys7dz9bb5j,잇지 노래 중 젤좋다 계속듣는중,2026-05-27T09:15:46Z,13
@sadevvi,"4 million organic views in about 24 hours, i'm so proud of us midzy ❤ let's do more for our queens!!",2026-05-19T09:37:59Z,839
@名無しの権兵衛さん-s9t,"ドライブによくあいそうな曲😊
今までにないITZYって感じ！",2026-05-18T12:12:35Z,156
@m24._cw,今日は雨いっぱい降ってるけど、朝にmotto聴いたら爽やかに1日始められそうだよー！！,2026-05-20T22:28:50Z,145
@demisemiquaverproject5658,"Look, Heavy Serenade has 247k likes and 41M views while Motto has 300k and 12M views, respectively. Seriously, JYPE doesn't care about Itzy.",2026-05-25T06:41:42Z,61
@mitu1958,え〜！めっちゃ良い曲やん。いや、本当に最近で一番良い。映像も可愛い♡,2026-05-18T13:06:55Z,175
@maiimazmi,爽やかな曲調で、いつでも聴いていられる！最高な曲をありがとうitzy！！,2026-05-18T09:36:30Z,209
@motimotiye4719,"爽やかなんだけど、なんだか切なくなる。
とにかく好きです。",2026-05-18T11:34:56Z,98
@Atsubon_itzy,みんなfancast投票お願いします🙇‍♂️,2026-05-27T01:44:03Z,9
@user-xl3hr6qv1u,何回聴いても良い曲！！！もっと沢山の人に届きますように！！！！,2026-05-18T15:09:18Z,129
@JustGrim,DONT GIVE UP MIDZYS WE HAVE TO GIVE ITZY AT LEAST 2 WINS IN THIS ERA !!!!!!,2026-05-22T13:47:38Z,337
@ぽぽこ-c1v,最近のカムバのタイトル曲で一番好きかも！！素敵な曲をありがとう！！ずっと応援してるよ！大好き！,2026-05-20T11:25:07Z,164
@Lepaaysl,"i hope you win girls , bzc itzy deserve. Who agreee?? ❤❤❤",2026-05-27T12:13:35Z,9
@김예인-p8l,있지 이번에 대성할 듯 딱 느낌이 옴 내 퀸들 항상 사랑해❤,2026-05-18T09:37:25Z,137
@sadevvi,5M organic views within the first 30 hours is insane bruh let's keep going midzys! <3,2026-05-19T15:09:57Z,1182
@Sarawc,"Midzy let’s try and reach 10 million views as soon as possible to support our girls and make sure they get to win, they literally deserve, they worked so hard on this comeback.",2026-05-21T06:36:36Z,441
@とぬたろう,全てにおいて魅力が溢れてる！,2026-05-18T09:03:53Z,90
@베누베루,진짜 미쳣다 와 진짜 와;;;; 노래 왤케 청량하고 슬퍼,2026-05-19T04:52:51Z,106
@thinkaboutdark,"Honestly, they're the best thing that happened to k-pop",2026-05-18T18:00:22Z,103
@lovesickdivas,"Peak M/V, Peak Song, Peak Group, Everything is PEAK RN.",2026-05-25T12:20:45Z,10
@KimK-tk7fz,너무 좋아 뭔가 힐링 되는거 같아.. 시원한 바닷가에서 선선한 바람을 맞고 기분 좋아지는 듯한...,2026-05-18T15:03:22Z,313
@miwakulala7829,Itzyがmidzyを思って歌ってくれてる瞬間を思うと泣ける。めっちゃファンソングでもあるよ、mottoエモすぎ！最高！,2026-05-18T10:48:05Z,93
@analuisa4255,"Let's listen on all platforms, ITZY deserves it.
Good luck with this comeback.",2026-05-18T16:16:50Z,596
@moamidzyforever,Vote for itzy on fancast pls,2026-05-26T21:43:19Z,12
@noripi0117,"また新しいITZYに出会えて嬉しい
5人全員でカムバックしてくれてありがとう✨

皆の優しさと愛が伝わってくるよ
大好きだよITZY‼︎❤",2026-05-21T09:40:04Z,166
@krkdis1320,I wasn't expecting such a perfect song. Why is everyone's vocals so good? The music video is beautiful. This is the song I'll be listening to all summer.,2026-05-18T16:19:11Z,790
@옞만,모토 너무 좋다 ㅠㅠ 이번 컴백 대박나자!!,2026-05-18T13:09:29Z,96
@michaelocansey7672,"Happy birthday, Hwang Yeji❤🎉",2026-05-25T16:22:03Z,7
@yui_9696,"めっちゃくちゃ好き
語彙力ないのが申し訳なくなるくらい本当に素敵",2026-05-18T10:41:17Z,223
@m.a.r.o.n-7,いつも自己肯定感上がる曲をありがとう🥹MIDZYにとっては、ITZYがMotto❤️ カムバおめでとう🎊,2026-05-20T12:16:48Z,163
@capncrunch2338,"0:04 The opening showing sets from the past music videos and eras. Tunnel Vision, Cake, Sneakers, Not Shy, Dalla Dalla. Oh Itzy how far you’ve come.",2026-05-18T11:33:09Z,2088
@ITZYとMIDZYは永遠,Mottoめっちゃ好き,2026-05-26T07:57:50Z,10
@iiafraid,뮤비 뜬 거 보고 일부러 음원으로만 먼저 들어봤는데 이번 노래 좋네요.,2026-05-20T05:37:08Z,92
@nagi-kc7dg,"なんでかわかんないけど、すごい泣ける😢😢😢最高の曲！！！
itzyの夏がやってきた！！",2026-05-18T09:34:59Z,121
@mashumaroo0,"神曲すぎる😭💕💕
ITZYの魅力めっちゃ詰まっててやばいかわいい！！！
これ絶対ライブで盛り上がる🥹🤍",2026-05-18T09:08:05Z,259
@filhinhalulu,"let's give them a win, they deserve it so bad :(",2026-05-25T17:55:01Z,10
@liunarduss,Itzy saving current K-Pop whit a album with a majority of over 3 minutes songs!,2026-05-18T13:10:19Z,347
@吉澤椛-z9c,"雰囲気好きすぎるっ！！
itzyのみんな踊っててかわいいし、楽しそうっ！いい曲！✨👑💖",2026-05-18T10:19:01Z,146
@k-fka,I can't stop listening to the whole album on loop. Itzy helping me get through the workday <3,2026-05-21T00:21:35Z,277
@r4inryu,Let's keep hoping Motto gets a win!!! And keep supporting as well,2026-05-27T04:55:40Z,8
@Bring_B4ck_Heeseung,ITZY BRINGING OLD KPOP BACK AND I'M HERE FOR IT,2026-05-18T15:34:18Z,168
@azk4nisa,"keep streaming! this song deserve a win, lets make our girls happyy",2026-05-19T23:17:17Z,97
@minamin6515,"曲はもちろん、歌詞も過去一好き
ITZY MIDZY 相思相愛♡",2026-05-18T11:11:06Z,140
@leeyankee4743,13M now!! The views are back to normal!! Keep going midzys!! NEXT GOAL 15M!!,2026-05-26T02:39:49Z,13
@LifeNextSttyc,"있지 역대급 명곡
일단 inst가 너무 좋고 청량하면서 청순하고 멤버들 미모가 레전드
있지 스타일 에너지 있고 뿅뿅 거리는 곡",2026-05-18T16:13:09Z,359
@keditsyoutube,I feel like this will be a huge victory for itzy,2026-05-18T13:56:55Z,325
@Sarawc,"Yesss we reached 12 million views now we need to reach 13 million, we can do it guys, keep streaming and don't forget to vote for Itzy, they deserve to win, this comeback is such a masterpiece",2026-05-23T21:56:29Z,184
@Sarawc,"We’re sooo close to 13 million, midzy stream, we can do it 💪🏻💪🏻",2026-05-25T09:20:32Z,41
@ryu.x_x,와 아니 너무좋다...... 대추노노로 빵 떠서 다음 곡이 진짜 중요했는데 2본이 제대로 된 청량있지를 말아와주다니 이번 컴백 이간게 느껴짐,2026-05-18T11:20:54Z,181
@lomlsoonniee,This song is literally made me cry because of happiness. Thank you ITZY! Love you from bottom of my heart.,2026-05-20T11:59:12Z,255
@xmomomox,"MVが独特の雰囲気で好き
あと、サビが癖になる",2026-05-18T09:55:15Z,84
@KayleOfDeath,"this song is good, at first hearing i was unsure but them i went to sleep and it came up in my head all night, now im listen in the morning.",2026-05-25T12:55:03Z,13
@西山さんのえくぼ,"時代の流行に逆行するJYP、そういうところ大好きです
カムバ一緒に楽しませていただきます！",2026-05-19T12:17:45Z,103
@eonshin_a,"있지는 항상 좋은 음악을 꾸준히 보여줘서 정말 놀라워요.
단순히 틱톡에서 유행할 음악만 만드는 게 아니라, 음악을 좋아하는 사람들이라면 누구나 오래 듣고 싶어질 만한 곡들을 들려주는 것 같아요.

Motto는 멜로디도 가사도 정말 아름다운 곡이에요.
이 노래를 들으면서 “아, 내가 좋아하던 케이팝 감성이 돌아왔구나”라는 생각이 들었어요. 이런 음악을 다시 들을 수 있어서 정말 행복합니다.

있지와 모든 스태프분들 정말 고생 많으셨고, 이번 컴백도 꼭 잘 되길 바랍니다.",2026-05-18T21:42:37Z,146
@kamomile-k8q,이런 느낌 첨 듣는데 근데 또 있지라서 놀랍고 또 노래가 계속 듣기 좋아서 놀랐고 진짜 색다른 느낌인데 또 원래 있지의 노래 핵심 메세지에서 새롭게 변형된 것같아서 듣기 너무 좋았음. 비쥬얼아트필름같은 뮤비도 그렇고 진짜 멤버들 엄청 고생한게 느껴짐,2026-05-18T14:09:05Z,302
@patriciaoliveros1482,"Keep on str3xming y'all, don't be lazy fighting!!!!!!!!!",2026-05-27T12:15:07Z,8
@OBSESiDiANedits,"The production on Motto is insane, it sounds so incredible in headphones. They really brought back that early ITZY color but elevated it to a whole new level. Legends.",2026-05-18T16:54:31Z,423
@miwakulala7829,アルバム収録曲全部好き、いつもなんだけど、itzyの歌声が好きなんだと思う！,2026-05-21T13:38:20Z,189
@ITZYforever97,10 million views in 4 days SO PROUD OF US MIDZYS 💙💙,2026-05-22T12:51:16Z,468
@Gh0-57,"Don't understand why is it so hard for Div2 and JYPe to give ads to ITZY MVs, like it should be a default for every group's comeback but whenever it comes to ITZY they're always playing it so cheap and gives only less than the bare minimums.",2026-05-25T18:47:12Z,11
@cheshire-l3x,"EVERYTHING IN THIS SONG IS PERFECT, THIS SONG IS A MASTERPIECE",2026-05-18T17:44:10Z,110
@ma-s8m,合間に出てくるすっぴん風のナチュラルなビジュアルが全員綺麗なお姉さんで大変よろしい,2026-05-18T11:21:23Z,148
@sigure.inspiration,"JYPE, please buy them ads. They need marketing and promotion.",2026-05-24T10:09:19Z,154
@lesyeuxder,now this is what i call song of the year,2026-05-27T06:19:47Z,6
@imnrj17,요즘 케이팝은 틱톡 바이럴만 노린 노래들뿐이라 질려 있었는데 그런 와중에 옛날 케이팝 감성으로 컴백해준 있지 정말 고마워… 암튼 그녀들의 노력이 정당하게 평가받는 세상이 되길 바람,2026-05-21T17:44:06Z,99
@주소진-j1j,비주얼퀀 진짜 최고야 너무 너무 곡이랑 잘 어울려😊,2026-05-18T09:19:38Z,94
@lok5,"Imho, this is even better than Wannabe. I just hope JYP will advertise and promote this masterpiece to the GP as hard as possible.",2026-05-22T15:22:10Z,287
@특이점기록빌런,노래 진짜 좋다 난 왜 이제 알았지!!!,2026-05-27T09:42:34Z,8
@귀여운왕새우만두,노래도 좋은데 뮤비가 너무 시원하고 청량하게 잘 뽑혀서 좋아요 색감이 시원하고 무채색 느낌이라 너무 좋다 와,2026-05-18T13:32:17Z,236
@bcns02,let's do our best to give ITZY their 50th music show win this eraaaaaa,2026-05-21T14:22:08Z,219
@leeknow-skz-1025,この曲めっちゃいい！最初の1秒聞いて神曲だと確信した✨,2026-05-18T09:52:30Z,137
@jiazhong5192,"MOTTO 너무 좋아요ㅠㅠ 노래도 뮤비도 분위기 미쳤다… ITZY 최고🫶
역시 ITZY는 이런 콘셉트도 너무 잘해요🫶
이번 활동도 진심으로 응원할게요! ITZY 화이팅🔥",2026-05-25T14:25:33Z,7
@hambaklee487,모토 노래 청량 해가지고 여름  노래로 딱인것 같음,2026-05-18T09:01:38Z,91
@G.O.D..R.Y.U.J.I.N,I really like the last chorus... even the dance expresses the feeling very well.,2026-05-23T19:53:58Z,122
@ZohaFaisal-x6r,yall are the first one complaining abt no wins cus yall be putting no effort into voting. we're in 2nd place on fancast pre vote with 80k gap. pls be coordinated cus this is the only chance we will get,2026-05-26T06:29:34Z,21
@borniteboy,The props at the start are the sets of their previous tracks!!! I'm crying rn😭😭😭💖,2026-05-18T09:05:18Z,1407
@LeslieFeather,"Don't stop watching, soon 100M because they saved Kpop",2026-05-19T15:23:32Z,386
@H_vivian,날씨도 돕는다! 막 더워지기 시작했는데 시원시원하게 잘 뽑힌 노래까지!! 온 하늘이 돕는다!,2026-05-18T11:36:36Z,202
@lili_mixx3,ITZY - the only girl group who has to buy over 2 million votes to win one music bank 😔,2026-05-27T07:05:15Z,7
@fumitaka_0607,ひさしぶりに曲聴いて音が綺麗で好きってなった。,2026-05-18T10:12:05Z,101
@JuttiMeriOyeHoiHoi,ITZY and NMIXX carrying K-pop right now with a bold and unconventional strategy: release good songs.,2026-05-18T14:28:35Z,607
@민-i5f,2:58 하 여기 안무 제발 대추노노 같이 팔 쫙쫙 쓰는데 너무 잘하자너 ㅜㅜ,2026-05-18T09:39:27Z,277
@midzymary,MOTTO DESERVES MORE VIEWS !!,2026-05-26T18:01:57Z,6
@sundawg911,JYPE is killing it with Nmixx and Itzy's music so much. Love them both.,2026-05-18T10:47:30Z,929
@MichellAnaya-zt9pe,Por fin JYP recordó que tiene uno de los mejores y pocos grupos de kpop que aun hacen kpop de verdad,2026-05-18T14:41:06Z,86
@samsukepicotiri2919,めっちゃええ。最近のItzyでも一番いいし、ここんとこ聞いた全てのK-POPの中でも一番いい。MVもめっちゃええ。最近の中で一番ええ。,2026-05-18T12:36:18Z,136
@SarahNami,"0:35 If Air + Ice cream + Rock n roll was one song , it would be Motto",2026-05-18T09:05:51Z,1246
@fru1tas,"The references from their past comebacks and their debut reminisces why their 'Motto' for ITZY and MIDZYs still have an impact to make that bond with each other be stronger than ever it was before, and this comeback is worth the wait!",2026-05-18T17:21:24Z,473
@user-r6mgswsidx,진짜 최근 있지노래 중에서 역대급으로 좋다 ㅠㅠ 내가 원했던있지감성 그 자체임!!,2026-05-18T09:06:35Z,555
@Prettiest_Princesssé,WAIT!! I am feeling like real Kpop is back Plz Midzys WE HAVE TO SUPPORT THEM THIS TIME,2026-05-26T09:43:30Z,8
@samanthakim5035,This feels like a celebration of ITZY’s rebirth.,2026-05-18T09:06:23Z,535
@mimiblue128,Yeji and Yuna facing eachother is one of the best moments on the mv,2026-05-21T18:54:28Z,152
@JacobAdams-n2w,"I must say that I'm really glad to know that ITZY released such a song which is well-structured, contains appealing melody and a beautiful bridge. Motto is definitely enjoyable.",2026-05-19T14:58:44Z,304
@ばにらあいす-c5y,오늘도 Motto 많이 들은 하루였용,2026-05-25T14:39:03Z,7
@Naongnim-129,なんか皆が5人で笑顔で楽しそうに踊ってくれてるだけで泣きそう,2026-05-18T11:32:54Z,79
@_Love_Ryujin_,"Motto 가사 곱씹어보면서 듣는데 이거 팬송이잖아..😭
뮤비는 데뷔부터 지금까지 있지의 서사도 담겨있어서 나 무대 직접 보면 울컥할 것 같음..ㅠㅠ",2026-05-19T06:17:58Z,137
@은하만큼사랑해,"뮤비처음이랑 대추노노 같이 생각하면 눈물남

니들은 우리가 시들기 바랬겠지만 우린 다시 시작한다
이런 느낌 좋다",2026-05-18T11:21:46Z,210
@miwakulala7829,mottoにめっちゃ癒されてる,2026-05-27T05:01:24Z,5
@고구마-ch11d,있지의 상쾌한 노래 목소리로 녹아버릴 듯한 더위도 날려버리자!🌊🖤,2026-05-18T11:46:21Z,225
@SitiAisyahUmrah,Itzy be shaking whole industry with Motto,2026-05-20T04:45:07Z,190
@ばにらあいす-c5y,"None of My Businessもそうだけど
ITZY×白衣装×夏のエモさハンパない🥺",2026-05-21T09:19:12Z,185
@XalencelfGames,Finally a MV in kpop industry  with no ai! I thought  id never see the day.,2026-05-27T09:27:06Z,5
@띵곡찾아삼만리,"요즘 개더운대
이런날씨에 딱이네
상큼 팡팡
청량 팡팡팡!!!
더운날엔 음악으로 힘이 날수 있지!있지!",2026-05-18T23:11:17Z,128
@djdkkskejd,아니 시작할 때 뮤비 세트 하나씩 나오는거 눈물 포인트😢,2026-05-18T09:58:02Z,180
@SitiAisyahUmrah,It's a real true crime if Itzy don't get any wins with Motto,2026-05-18T17:21:29Z,521
@hellodil_lyn,HAPPY 26TH BIRTHDAY YEJI!! 🎉🎉,2026-05-25T22:13:58Z,10
@sso_ya,노래 너무 좋고 뮤비 너무 이쁘고 멤버들 너무 이쁘고 이번 컴백 대박나자 🔥🔥,2026-05-20T08:54:02Z,107
@val.lovesitzy,"@JYPEntertainment 
We urge JYP to provide ITZY with proper promotions. The lack of advertisements, marketing, and global promotions is unacceptable for a group of their level.

ITZY deserves better exposure and the same level of support given to other groups.",2026-05-24T12:39:41Z,182
@서울믿지_SEOUL_MIDZY,한국은 지금 여름이 시작됐는데 여름 느낌과 너무 잘 어울리는 itzy <motto>. 플레이리스트에 저장해놔야지,2026-05-18T12:34:41Z,188
@stanZeroBaseOneFORbetterLIFE,"i genuinely cried ,, the song is so good its too good , and seeing people love the song made me cry even more because i rememeber the uneccesary hate after sneakers and how everyone was convinced they flooped ,,This is so haertwarming i love ITZY sm my queens i'll never leave u",2026-05-26T17:12:15Z,7
@angelakokoneshi6530,A 3+ minute song is gold in this industry! Motto is incredible!!,2026-05-18T12:15:49Z,538
@ensuka197,いや、クソ良いんですが??ラスサビなんかこれ以上ないほどの至福で泣き崩れました。最高です😢,2026-05-18T09:29:55Z,107
@i_xixi_u,actually cried wth this is probably my favourite itzy comeback 🥹 midzy fighting!!,2026-05-18T12:15:26Z,114
@aimijyp,"I hope that itzy will become super popular, girls are so talented and hardworking",2026-05-27T06:22:38Z,5
@mashumaroo0,MIDZYはもちろん、MIDZYじゃない人にも届いてほしい素敵なMV！！！,2026-05-22T08:36:51Z,125
@Amaryllis._.25-k2v,歌詞が素敵だし、昔を思い出したのとITZYの思いが伝わってなんか自然と泣いてた😭💕,2026-05-18T10:23:32Z,286
@ryuselling,"another ITZY era, another reminder of why i love these girls so much 😭 the music feels so genuine and comforting. thank you ITZY, i’ll stay forever 💚",2026-05-19T19:51:09Z,320
@loveilll3504,夜、暗くてちょっと心細い感じで歩いてたらいつに何かMottoを口ずさんでいました。ITZY、ありがとう。,2026-05-26T12:05:12Z,5
@노릇노릇버터감자,최근에 계속 어두운 곡 내다가 통통 튀는 노래 내니까 좋다,2026-05-18T09:03:24Z,75
